flight_no,carrier,date,origin,dest,sched_dep,air_time_min,delay_min
SK528,SK,2026-08-17,DFW,den,15:00,108,-8
AU683,AU,2026-08-17,LAS, Lax,07:30,46,7
BW523,BW,2026-08-20,DEN,DFW,15:55,109,-3
SK701,SK,2026-08-19,LAX,LAS,08:50,55,11
BW423,BW,8/18/2026,ORD,SFO,05:50,263,63
AU562,AU,8/18/2026,LAX,DFW,10:50,184,5
PR664,PR,2026-08-18,IAH,LAX,07:00,210,8
PR346,PR,2026-08-18,DFW,ATL,08:15,119,0
BW466,BW,8/20/2026,DTW,ORD,13:15,46,2
BW437,BW,2026-08-22,ORD,LAX,18:05,240,7
SK341,SK,2026-08-18,ATL,MIA,13:45,112,7
SK359,SK,2026-08-23,CLT,ATL,15:15,67,-4
BW398,BW,2026-08-20,MIA,LAX,16:30,324,-8
AU123,AU,2026-08-20, Iad,BOS,18:40,87,
PR359,PR,2026-08-23,ATL,MIA,21:05,98,12
AU333,AU,2026-08-18,CLT ,ATL,08:50,59,12
AU607,AU,2026-08-17,DEN,SLC,09:20,83,3
PR252,PR,8/18/2026,EWR,ORD,05:55,117,22
PR675,PR,8/22/2026,SLC,DEN,16:15,80,10
AU339,AU,8/19/2026,ATL,DEN,06:05,172,13
BW376,BW,2026-08-23,IAH,ATL,09:25,127,-6
SK494,SK,2026-08-21,ord,SLC,17:40,185,1
AU697,AU,8/20/2026,LAX,SFO,09:35,61,59
BW567,BW,2026-08-23,IAH,LAX,09:10,204,-3
PR606,PR,8/19/2026,DFW,DEN,16:20,117,-4
BW549,BW,2026-08-17,LAS,DFW,05:35,159,11
AU499,AU,2026-08-18,ord,LAS,12:40,220,8
PR291,PR,2026-08-20,ORD,PHL,16:10,121,28
BW638,BW,2026-08-19,LAX,PHX,13:45,65,2
SK336,SK,2026-08-18,DFW,ATL,13:55,121,10
PR279,PR,2026-08-18,IAH,EWR,05:25,208,8
PR745,PR,2026-08-22,LAX,SFO,17:25,73,14
AU295,AU,8/20/2026,ATL,ORD,13:45,118,6
PR698,PR,2026-08-18,LAS,DEN,17:25,109,-5
BW151,BW,8/22/2026,BOS,DFW,14:05,234,7
BW173,BW,2026-08-23,LAX,JFK,11:50,337,1
BW406,BW,2026-08-23,DEN,ORD,08:55,144,-4
AU239,AU,2026-08-17,ORD,EWR,07:00,112,8
PR385,PR,8/21/2026,CLT,ATL,06:35,59,5
AU253,AU,2026-08-22,EWR,DEN,05:25,229,42
BW184,BW,8/17/2026,SFO,JFK,16:30,347,12
SK384,SK,2026-08-21,ATL,IAH,14:50,119,8
PR341,PR,2026-08-19,atl,DFW,13:40,120,17
AU445,AU,2026-08-22,ORD,SFO,07:30,264,0
PR159,PR,2026-08-17,BOS,MSP,14:50,168,-7
SK357,SK,2026-08-22,CLT,ATL,07:45,57,5
PR584,PR,2026-08-17,LAX,DTW,08:10,278,-1
SK162,SK,2026-08-20,BOS, Dfw,09:30,225,0
PR475,PR,2026-08-22, Mia,LAX,07:15,324,12
BW622,BW,2026-08-18,SEA,DEN,16:30,169,-3
BW493,BW,2026-08-18,DTW,MSP,15:50,104,-8
SK496,SK,2026-08-18,SLC,ORD,19:05,178,8
AU635,AU,2026-08-21,LAX,DEN,11:35,141,2
AU121,AU,2026-08-22,bos,IAD,19:30,76,47
PR121,PR,8/23/2026,IAD,BOS,19:45,85,9
PR393,PR,8/17/2026,ATL,DEN,13:25,177,9
AU339,AU,8/19/2026,ATL,DEN,06:05,172,13
SK530,SK,2026-08-19,DEN,DFW,19:15,124,-3
SK556,SK,8/19/2026,DFW,PHX,17:35,134,-2
AU330,AU,2026-08-23,ATL,CLT,16:40,69,-4
AU241,AU,2026-08-21,EWR,SFO,14:05,356,5
BW334,BW,2026-08-23,ATL,CLT,07:15,59,0
BW210,BW,2026-08-23,JFK,ATL,18:55,121,0
SK249,SK,2026-08-23,EWR,ORD,21:55,123,16
SK110,SK,2026-08-22,BOS,JFK,12:15,54,-2
BW675,BW,2026-08-21,SFO,LAX,11:35,77,1
PR689,PR,2026-08-17,DEN,las,15:00,110,26
AU402,AU,2026-08-22,MIA,DFW,15:20,176,4
AU488,AU,2026-08-17,ORD,DFW,10:35,126,-4
SK557,SK,2026-08-22,DFW,PHX,14:55,145,42
PR752,PR,2026-08-19,LAX,SEA,18:40,154,13
SK469,SK,2026-08-19, Msp,ORD,07:10,71,-1
BW653,BW,2026-08-22,LAX,LAS,05:35,60,8
BW114,BW,2026-08-22,BOS,IAD,07:15,87,85
PR320,PR,2026-08-23,ATL,IAD,17:50,102,-5
AU120,AU,2026-08-20,BOS,IAD,12:05,81,35
SK655,SK,8/19/2026,DEN,SFO,14:40,145,12
BW444,BW,2026-08-22,LAX,ORD,17:55,260,-1
BW486,BW,2026-08-20,ORD,SLC,12:00,190,12
AU381,AU,2026-08-22,ATL,PHX,06:05,235,13
BW124,BW,2026-08-23,BOS,ATL,13:20,154,12
SK475,SK,2026-08-23,ord,DTW,08:30,55,2
PR677,PR,8/18/2026,SLC,DEN,09:35,84,14
BW240,BW,8/18/2026,ORD ,EWR,09:15,118,7
BW510,BW,2026-08-20,SEA,MSP,20:00,200,14
SK338,SK,2026-08-21,DFW,ATL,17:50,126,-6
PR478,PR,2026-08-21,LAX,mia,12:00,321,14
BW668,BW,2026-08-23,LAX,SFO,10:05,67,-5
SK348,SK,2026-08-20,MIA,ATL,06:40,102,-5
AU230,AU,2026-08-20,EWR,ORD,08:25,120,8
PR539,PR,2026-08-21,DTW,ORD,21:10,61,-2
AU639,AU,8/19/2026,LAX,DEN,09:00,142,
PR246,PR,8/17/2026,SEA,JFK,16:30,339,11
PR462,PR,2026-08-21,DFW,CLT,17:00,137,11
AU551,AU,2026-08-20,DFW ,LAX,17:55,182,11
PR134,PR,2026-08-18,bos,ORD,11:25,139,8
PR602,PR,2026-08-18,SLC,MSP,18:05,160,10
PR547,PR,2026-08-19,ORD,DFW,20:00,131,-7
AU435,AU,2026-08-23,ORD,SEA,08:15,246,7
SK284,SK,2026-08-20,PHL,ATL,06:50,108,20
AU513,AU,2026-08-18,MSP,DTW,08:50,94,12
SK482,SK,2026-08-17,ORD,DFW,08:30,135,6
PR158,PR,2026-08-17,DTW,BOS,07:00,107,2
PR546,PR,2026-08-17,ORD,DFW,10:20,124,15
AU492,AU,2026-08-20,DFW,ORD,05:05,136,-3
SK445,SK,2026-08-22,SFO ,ord,21:20,261,33
AU431,AU,2026-08-17,ORD,SEA,09:05,241,14
BW303,BW,2026-08-18,ORD,ATL,18:25,105,-4
PR415,PR,8/20/2026,LAX,ATL,12:15,273,23
SK382,SK,8/21/2026,SEA,ATL,06:30,297,-7
AU466,AU,2026-08-18,ord,MSP,14:45,66,56
SK203,SK,2026-08-19,SFO,JFK,14:25,365,-3
PR124,PR,2026-08-21,IAD,BOS,16:55,91,20
SK103,SK,2026-08-22,BOS,jfk,13:20,52,-3
AU698,AU,8/17/2026,SFO,LAX,18:55,67,9
SK329,SK,2026-08-17,ORD,ATL,05:45,100,4
PR545,PR,2026-08-21,ORD , Dfw,20:40,130,4
SK652,SK,2026-08-22,DEN,SFO,14:10,152,13
BW317,BW,8/22/2026,ATL,MIA,05:35,106,-4
AU463,AU,2026-08-18,ORD,MSP,17:35,64,25
BW323,BW,2026-08-20,ATL,MIA,10:55,95,-6
PR659,PR,2026-08-18,IAH,DEN,12:55,144,6
PR540,PR,2026-08-17,Detroit Metropolitan Wayne County,ORD,17:55,57,27
AU365,AU,2026-08-17,ATL,SEA,19:55,310,-3
PR617,PR,2026-08-22,DFW,LAX,15:45,174,49
AU236,AU,2026-08-18,ORD,EWR,14:00,125,-8
AU228,AU,2026-08-21,SEA,JFK,19:55,329,-5
AU398,AU,2026-08-17,DFW,CLT,18:20,151,3
BW583,BW,2026-08-22,PHX,DEN,14:10,94,-6
SK696,SK,2026-08-18,LAS,LAX ,11:50,66,10
AU164,AU,2026-08-21,BOS,SFO,08:00,376,11
PR256,PR,2026-08-21,ORD,EWR,20:55,124,9
PR484,PR,8/23/2026,ORD,DEN,10:20,141,8
AU254,AU,2026-08-17,EWR,DEN,08:10,232,-8
BW310,BW,2026-08-19,DFW,ATL,14:20,119,-2
PR551,PR,2026-08-18,DFW, Ord,17:25,137,-3
BW149,BW,8/19/2026,BOS,DFW,18:35,215,28
AU321,AU,2026-08-20,ATL,MIA,18:15,101,9
AU518,AU,2026-08-23,LAX,DTW,07:20,283,17
AU244,AU,2026-08-23,EWR,SFO,18:00,369,4
AU389,AU,2026-08-21,PHX,ATL,20:55,242,-5
SK470,SK,2026-08-23,MSP,ORD,11:30,72,-5
PR726,PR,8/18/2026,SEA,SLC,05:25,112,2
PR314,PR,2026-08-21, Iad, Atl,13:45,100,23
SK454,SK,2026-08-19,ORD,LAX,20:25,252,17
AU119,AU,2026-08-18,BOS,IAD,06:55,83,-7
AU478,AU,2026-08-22,ORD,DTW,05:45,55,20
PR213,PR,8/17/2026,MIA,JFK,17:15,166,54
SK388,SK,2026-08-23,IAH,ATL,06:50,129,59
AU716,AU,2026-08-23,SEA,LAX,21:50,151,0
AU671,AU,2026-08-20,PHX,LAX,12:05,81,11
SK158,SK,2026-08-17,DEN,BOS,21:40,252,26
BW271,BW,2026-08-22,ORD,phl,13:05,121,-7
AU220,AU,2026-08-20,jfk,ORD,10:55,125,13
SK385,SK,8/23/2026,ATL,IAH,18:45,107,0
PR642,PR,2026-08-17,LAS,DFW,16:55,159,37
AU625,AU,2026-08-20,LAS,DEN,11:25,115,92
AU358,AU,2026-08-17,lax,ATL,08:10,273,-1
AU362,AU,2026-08-17,ATL,SEA,20:40,290,13
BW129,BW,2026-08-22,BOS,ORD,18:00,147,11
SK378,SK,8/23/2026,ATL,SEA,12:10,288,-5
AU480,AU,8/20/2026,ORD,DTW,21:20,56,14
AU696,AU,8/21/2026,LAX, Sfo,18:05,75,25
PR625,PR,8/22/2026,LAX, Dfw,14:35,179,3
AU343,AU,2026-08-18,DEN,ATL,15:15,187,n/a
BW361,BW,8/17/2026,LAX,ATL,06:05,271,10
AU296,AU,2026-08-21,ATL,ORD,09:00,109,3
SK142,SK,2026-08-23,BOS,ORD,20:05,142,1
PR694,PR,8/18/2026,DEN,LAS,08:15,98,10
PR418,PR,2026-08-23,ATL,SEA,10:00,301,58
SK489,SK,2026-08-21,las,ORD,16:25,224,2
SK663,SK,2026-08-23,DEN,SEA,05:10,157,3
BW327,BW,2026-08-19,MIA,ATL,11:05,111,36
AU207,AU,8/23/2026,JFK,ATL,16:10,131,10
SK554,SK,2026-08-23,SEA ,DFW,10:40,234,27
PR718,PR,2026-08-20,DEN,SEA,07:30,154,18
AU367,AU,8/20/2026,SEA,ATL,15:40,308,2
SK281,SK,2026-08-18,ORD,PHL,17:05,126,171
AU149,AU,2026-08-20,BOS,MSP,16:40,174,-2
SK435,SK,2026-08-23,SEA,ORD,19:00,235,7
BW285,BW,2026-08-18,CLT,phl,18:35,88,9
AU224,AU,2026-08-23,ORD,JFK,19:10,113,49
AU334,AU,2026-08-19,CLT,ATL,18:50,54,7
AU341,AU,2026-08-18,ATL,DEN,21:20,181,13
PR250,PR,2026-08-17,SEA,JFK,05:55,328,26
PR168,PR,2026-08-21, Den,BOS,14:45,246,12
AU675,AU,8/19/2026,LAX,PHX,19:10,69,11
AU406,AU,2026-08-19,DFW,MIA,18:25,174,26
PR632,PR,2026-08-20,SEA,DFW,21:10,241,6
BW673,BW,2026-08-23,SFO,LAX,08:25,68,9
BW103,BW,8/20/2026,BOS, Jfk,08:55,50,13
SK315,SK,2026-08-21,ATL,IAD,14:35,103,28
PR172,PR,2026-08-23,DFW,BOS,19:40,221,4
SK250,SK,2026-08-20,EWR ,ORD,15:40,113,11
BW426,BW,8/20/2026,ORD,SFO,13:20,260,54
PR115,PR,2026-08-22,JFK ,BOS,14:25,48,-4
BW165,BW,8/20/2026,JFK,LAX,06:40,337,4
SK492,SK,2026-08-19,LAS,ORD,17:15,219,-3
BW616,BW,2026-08-19,DEN,SEA,07:10,157,-3
AU560,AU,8/18/2026,LAX,DFW,19:20,194,-6
SK146,SK,2026-08-23,ORD,BOS,21:10,136,-3
AU692,AU,8/20/2026,LAX,SFO,21:15,60,0
SK141,SK,2026-08-21,BOS,ORD,08:05,134,-1
SK287,SK,2026-08-17,PHL,ATL ,10:35,112,-4
PR651,PR,2026-08-17,SLC,DFW,18:55,150,-5
BW620,BW,2026-08-21,SEA,DEN,16:45,152,65
BW662,BW,8/21/2026,LAX,SFO,16:35,81,6
SK432,SK,2026-08-23,ORD,SEA,19:40,241,-1
BW365,BW,2026-08-19,ATL,SEA,11:10,307,2
PR226,PR,2026-08-18,JFK,ATL,12:05,128,0
SK511,SK,2026-08-18,MSP ,DEN,13:20,112,6
BW367,BW,2026-08-19,SEA,ATL,21:30,303,0
PR171,PR,2026-08-17,DFW,BOS,21:10,223,7
PR198,PR,2026-08-23,LAX,JFK,15:10,330,42
SK369,SK,2026-08-23,ATL,LAX,21:10,274,0
PR517,PR,8/22/2026,ORD,LAX,15:45,243,-7
BW593,BW,8/17/2026,DEN,LAX,20:50,144,-4
PR424,PR,2026-08-21,SEA ,ATL,11:25,293,-3
BW507,BW,2026-08-22,msp,SEA,16:10,200,0
BW206,BW,2026-08-17,MIA,JFK,08:10,167,11
SK174,SK,2026-08-19,sfo,BOS,21:20,363,41
AU162,AU,2026-08-21,DFW,BOS,09:15,220,29
PR210,PR,2026-08-19,JFK,MIA,20:30,174,24
AU328,AU,2026-08-23,ATL,CLT ,19:55,55,8
SK117,SK,2026-08-21,BOS,IAD ,06:35,73,164
AU706,AU,8/18/2026,LAX,SEA,10:20,155,94
AU167,AU,2026-08-17,BOS,SFO,11:10,358,-6
BW145,BW,2026-08-18,MSP,BOS,07:45,164,3
PR549,PR,2026-08-21,ORD,DFW,05:45,126,0
BW204,BW,8/20/2026,mia,JFK,16:05,166,3
SK376,SK,2026-08-23,LAX,ATL,20:45,277,5
PR758,PR,8/23/2026,SEA,LAX,11:45,147,-7
SK479,SK,2026-08-18,ORD,DFW,15:05,138,2
AU319,AU,2026-08-22,DFW,ATL,06:55,115,30
AU221,AU,2026-08-23,JFK,ORD,05:30,109,5
PR469,PR,2026-08-22,DFW,MIA ,05:40,172,-3
BW635,BW,2026-08-23,LAX,PHX,09:20,88,-4
SK219,SK,8/22/2026, Jfk,MIA,13:55,165,6
SK732,SK,2026-08-18,sea,LAX,09:55,151,8
PR309,PR,2026-08-18,IAD,DEN,09:05,220,60
PR682,PR,2026-08-19,DEN,PHX,20:25,113,10
BW108,BW,2026-08-22,JFK,BOS,06:55,56,33
BW146,BW,2026-08-18,BOS,DEN,16:20,255,4
SK209,SK,2026-08-18,SFO,JFK,13:15,355,8
BW218,BW,2026-08-17,JFK,ORD,09:55,139,4
PR541,PR,2026-08-21,DTW,ORD,12:00,53,1
SK722,SK,2026-08-19,SFO,LAX,12:50,70,15
AU641,AU,2026-08-18,DEN,SFO,14:00,149,-1
PR438,PR,2026-08-19,ATL,PHX,17:15,224,111
BW238,BW,2026-08-18,EWR,ORD,16:25,119,16
PR504,PR,2026-08-23, Sea,ORD,21:15,240,-2
AU351,AU,2026-08-21,ATL,LAX,12:55,273,11
PR363,PR,2026-08-21,ATL,MIA,11:00,104,7
AU481,AU,2026-08-17,ORD,DTW,07:40,52,7
SK665,SK,8/20/2026,SEA,DEN,09:35,160,0
BW482,BW,2026-08-21,ORD,LAS,19:55,211,10
AU336,AU,2026-08-22,CLT,ATL,09:40,64,1
SK427,SK,2026-08-21,DEN,ORD,15:05,137,-8
AU656,AU,8/18/2026,DEN,SEA,10:05,157,-5
BW531,BW,2026-08-18,DFW,LAX,16:10,184,7
AU126,AU,2026-08-17,BOS,atl,06:55,142,0
PR488,PR,8/18/2026,ORD,DEN,12:35,136,78
BW625,BW,2026-08-18,SLC,SEA,20:15,117,11
AU286,AU,2026-08-19,IAD,ATL,15:05,85,-3
PR430,PR,8/18/2026,IAH,ATL,05:40,110,-8
SK105,SK,8/18/2026,BOS,JFK,14:30,44,-7
AU416,AU,2026-08-21,LAX,MIA,15:05,309,14
SK343,SK,2026-08-22,ATL,MIA,06:25,115,15
PR583,PR,2026-08-23,DTW,LAX,10:40,275,88
SK107,SK,2026-08-17,BOS,JFK,08:35,51,2
AU538,AU,2026-08-19,SLC,MSP,18:45,143,13
PR708,PR,2026-08-23,LAX,DEN,20:55,145,14
PR263,PR,2026-08-19,EWR,SFO,09:40,350,6
AU393,AU,2026-08-20,CLT,ORD,11:55,108,60
BW409,BW,2026-08-23,DEN,ORD,08:05,139,-4
BW148,BW,8/17/2026,BOS,DEN,18:15,249,2
AU396,AU,2026-08-18,ORD,CLT,05:45,109,-1
PR334,PR,2026-08-17,ORD,ATL ,12:20,104,10
SK168,SK,2026-08-21,DFW,BOS,09:00,240,-6
BW484,BW,2026-08-22,LAS,ORD,08:55,214,12
SK602,SK,2026-08-21,DEN,SLC,10:40,82,2
PR417,PR,2026-08-20,LAX,ATL,16:00,277,50
SK236,SK,2026-08-19,JFK,ORD,13:05,124,14
SK167,SK,2026-08-18,DFW,BOS,11:35,225,-2
BW467,BW,8/23/2026,DTW,ORD,17:45,60,6
SK310,SK,2026-08-17,IAD,ATL,19:20,102,71
AU695,AU,2026-08-17,LAX,SFO,10:50,78,4
SK222,SK,2026-08-21,MIA,JFK,06:45,172,2
BW245,BW,2026-08-18,ORD,EWR,21:00,123,22
BW472,BW,2026-08-23,ORD,DFW ,14:45,125,
SK104,SK,8/23/2026,BOS,JFK,10:55,60,4
SK288,SK,2026-08-19,PHL,ATL,20:05,106,27
BW450,BW,2026-08-17,ORD,MSP,13:35,74,12
SK662,SK,8/18/2026,den,sea,20:55,161,-3
SK230,SK,2026-08-20,ATL,JFK,05:20,124,-6
AU429,AU,2026-08-21,den,ORD,11:10,138,13
BW291,BW,2026-08-20,DEN,IAD,11:15,212,12
AU378,AU,2026-08-17,IAH,ATL,06:30,120,-5
BW121,BW,8/20/2026,BOS,ATL,21:15,153,2
SK241,SK,2026-08-17,ORD,JFK,06:15,131,131
BW615,BW,8/17/2026,DEN,SEA,15:40,156,-1
AU498,AU,2026-08-22,ORD,LAS,11:20,219,43
AU157,AU,2026-08-21,BOS,DFW,14:15,219,11
AU357,AU,2026-08-18,LAX,ATL,08:55,271,1
BW264,BW,2026-08-18,PHL,ORD,14:25,120,
PR637,PR,2026-08-18,PHX,DFW,12:55,136,1
SK101,SK,8/19/2026,bos,JFK,12:30,43,1
AU421,AU,2026-08-23,ORD, Den,18:05,146,53
PR352,PR,8/17/2026,DFW,atl,13:10,131,70
SK585,SK,2026-08-21,SLC,DFW,09:55,152,2
SK351,SK,2026-08-19,ATL,CLT,08:45,50,35
SK480,SK,8/20/2026,ORD,DFW,13:25,128,237
AU174,AU,2026-08-18,JFK,LAX,18:45,344,129
BW399,BW,2026-08-19,LAX,MIA,18:05,320,8
AU490,AU,2026-08-17,DFW,ORD,13:25,131,10
SK546,SK,2026-08-23,LAX,DFW,21:20,191,-8
AU726,AU,2026-08-18,SEA,SFO,11:30,123,-3
SK420,SK,8/23/2026,LAX,MIA,17:30,317,
SK537,SK,8/19/2026,DFW,LAX,12:05,183,4
AU233,AU,2026-08-21,EWR,ORD,06:00,122,9
SK193,SK,8/18/2026,LAX,JFK,05:10,346,-5
AU146,AU,2026-08-17,DTW,BOS,09:55,115,10
SK505,SK,2026-08-21,MSP,DTW,13:30,93,21
AU453,AU,2026-08-17,ORD,LAX,15:10,239,78
SK296,SK,2026-08-23,PHL,CLT,15:50,77,8
SK508,SK,2026-08-20,LAX,DTW,07:55,277,-8
SK591,SK,2026-08-21,DEN,IAH,13:00,140,9
SK261,SK,2026-08-19,SFO,EWR,08:00,349,5
AU556,AU,2026-08-19,LAX,DFW,11:40,193,10
BW517,BW,8/22/2026,DFW,DEN,17:10,112,3
AU222,AU,2026-08-23,ORD,JFK,16:05,120,42
AU479,AU,2026-08-19,ORD,DTW,05:55,58,14
PR762,PR,2026-08-17,SFO,SEA,21:25,108,33
BW222,BW,2026-08-19,JFK,ORD,05:55,130,14
SK364,SK,8/17/2026,DEN,ATL ,17:10,170,12
AU293,AU,2026-08-21,ATL,ord,08:55,109,1
SK191,SK,2026-08-23,LAX,JFK,16:25,337,11
SK264,SK,2026-08-19,SFO,EWR,14:10,348,-6
SK527,SK,2026-08-20,DFW,DEN,13:35,108,34
AU542,AU,8/17/2026,den,DFW,16:20,107,-2
AU304,AU,2026-08-21,ORD,ATL,18:40,103,-5
SK676,SK,2026-08-18,LAX,PHX,20:05,82,-7
SK498,SK,2026-08-22,SLC,ORD,17:15,183,14
PR674,PR,2026-08-21,DEN,SLC ,05:25,80,7
BW269,BW,8/19/2026,ORD,PHL,07:10,110,-4
BW321,BW,2026-08-19,ATL,MIA,18:10,113,n/a
PR397,PR,2026-08-17,DEN,ATL,06:35,180,23
PR622,PR,8/18/2026,LAX,DFW,10:25,185,10
PR668,PR,8/20/2026, Lax,IAH,21:10,204,-2
SK386,SK,8/18/2026,ATL,IAH,08:25,115,8
PR592,PR,2026-08-20, Den,msp,13:00,107,8
SK408,SK,8/17/2026,MIA,DFW,20:05,167,-6
BW337,BW,8/20/2026,CLT,ATL,18:25,56,1
SK294,SK,8/20/2026,ATL,PHL,19:40,123,12
BW339,BW,2026-08-19,CLT,atl,19:30,61,1
SK666,SK,2026-08-19,SEA,DEN,19:50,159,7
BW508,BW,8/18/2026,MSP,SEA,13:45,215,13
SK433,SK,8/18/2026,sea,ORD ,11:30,245,-2
AU401,AU,8/22/2026,DFW,CLT,12:50,139,76
BW213,BW,2026-08-17,ATL,JFK,05:45,121,6
BW215,BW,2026-08-18, Atl,JFK,08:15,126,1
PR272,PR,2026-08-20,EWR,den,05:05,224,40
PR269,PR,2026-08-17,SFO,EWR,17:15,357,-2
AU283,AU,2026-08-19,IAD,DEN,09:15,217,26
BW214,BW,2026-08-19,ATL,JFK,05:35,132,7
BW281,BW,2026-08-21,ATL,PHL,07:45,124,7
BW174,BW,2026-08-17,LAX,JFK,21:25,338,-7
PR466,PR,2026-08-18,MIA,dfw,20:45,171,-7
AU691,AU,2026-08-19,LAX,SFO,18:45,69,28
PR427,PR,2026-08-17,ATL,IAH,17:10,98,14
SK617,SK,2026-08-19,PHX,DEN,16:50,108,35
PR616,PR,8/21/2026,DFW,LAX,14:45,178,11
SK727,SK,2026-08-21,LAX,SEA,18:10,148,11
PR112,PR,2026-08-21,JFK,BOS,13:50,58,5
SK661,SK,2026-08-20,DEN,SEA,15:25,156,-2
BW306,BW,2026-08-21,ATL ,DFW,20:30,119,6
SK565,SK,2026-08-22,PHX,DFW,14:00,138,-6
AU238,AU,2026-08-22,ORD,EWR,18:25,119,8
BW127,BW,2026-08-23,ATL,BOS,14:55,155,-3
SK425,SK,8/21/2026,ORD,DEN,19:20,143,-6
BW604,BW,2026-08-19,DEN,SFO,12:20,147,1
BW171,BW,2026-08-20,JFK,LAX,21:45,338,19
PR262,PR,2026-08-18,EWR,SFO,06:30,360,124
SK120,SK,2026-08-20,IAD,BOS,10:40,77,
AU366,AU,2026-08-17,SEA,ATL,08:15,304,11
BW387,BW,2026-08-19,CLT,DFW,07:05,150,60
BW511,BW,2026-08-19,MSP,SLC,16:00,148,9
PR734,PR,2026-08-17,PHX,SEA,07:50,170,24
PR448,PR,2026-08-22,clt,ORD,11:20,95,18
BW487,BW,2026-08-21,ORD,SLC,12:25,191,-3
PR316,PR,2026-08-21,IAD,ATL,12:10,100,4
BW495,BW,2026-08-17,MSP,DTW,16:35,96,-4
BW504,BW,2026-08-22,den,MSP,09:30,105,1
PR244,PR,8/17/2026,JFK,SEA,09:15,326,34
PR628,PR,2026-08-17,sea,DFW,06:15,236,-2
AU413,AU,2026-08-18,LAX, Mia,12:45,319,81
SK452,SK,2026-08-22,SFO,ORD,21:25,263,0
AU185,AU,2026-08-19,JFK,SFO,10:35,358,9
AU308,AU,2026-08-17,ATL,DFW,06:55,119,-6
SK194,SK,2026-08-21,JFK,SFO,18:45,344,-4
AU144,AU,2026-08-18,BOS,DTW,18:10,108,7
SK205,SK,2026-08-22,SFO,JFK,15:15,354,9
PR191,PR,8/18/2026,LAX,jfk,05:10,347,9
BW542,BW,2026-08-20,DFW,LAS,09:50,156,-1
PR153,PR,2026-08-17,BOS,DTW,05:25,116,13
PR640,PR,2026-08-19,DFW,LAS,19:05,160,37
BW597,BW,2026-08-20,LAX,DEN,08:15,126,14
SK706,SK,2026-08-17,LAX,SFO,13:00,59,11
PR646,PR,2026-08-17,DFW,SLC,15:25,151,8
BW682,BW,2026-08-21,SEA, Lax,07:10,147,11
AU647,AU,2026-08-19,SFO,DEN,17:05,138,25
SK279,SK,2026-08-21,PHL,ORD,09:40,111,11
SK653,SK,2026-08-17,DEN,SFO,08:35,160,9
BW528,BW,8/17/2026,DFW,LAX,13:55,191,35
BW247,BW,2026-08-21,EWR,SFO,12:25,352,76
BW197,BW,2026-08-21,MIA,JFK,09:50,167,27
PR497,PR,8/20/2026,DEN,ord,15:35,123,4
BW286,BW,2026-08-20,CLT,phl,06:55,85,-4
SK563,SK,8/17/2026,PHX,DFW,09:35,128,-3
AU582,AU,2026-08-20,phx,DFW,14:00,136,7
AU608,AU,2026-08-21,DEN,SLC,15:40,71,27
BW619,BW,2026-08-17,SEA,DEN,13:30,154,-3
BW205,BW,2026-08-22,MIA,JFK,17:05,174,-6
BW134,BW,2026-08-22,ORD,BOS,12:05,136,2
PR182,PR,2026-08-20,JFK ,LAX,16:05,335,97
SK392,SK,2026-08-18,ATL,PHX,09:10,233,9
PR655,PR,8/20/2026,IAH ,DEN,09:55,138,5
PR553,PR,8/18/2026,DFW, Ord,20:05,129,4
PR155,PR,2026-08-19,BOS,DTW,11:10,122,0
SK235,SK,2026-08-20,JFK,ORD,13:55,120,-8
BW190,BW,2026-08-21,JFK,mia,15:10,172,8
BW592,BW,2026-08-19,LAS,DEN,18:40,121,4
SK443,SK,2026-08-18,SFO,ORD,06:35,255,11
BW690,BW,2026-08-19,SFO,SEA,21:50,116,17
SK134,SK,2026-08-18,ATL,BOS,13:55,161,4
AU322,AU,2026-08-17,ATL,MIA,11:00,114,31
AU614,AU,8/20/2026,DEN,PHX ,21:25,105,5
SK183,SK,2026-08-17,LAX,JFK,08:25,341,5
BW133,BW,8/18/2026,ORD,BOS,17:30,136,4
PR422,PR,8/22/2026,ATL,SEA,16:45,306,2
SK567,SK,8/19/2026,PHX,DFW,11:10,147,7
SK633,SK,2026-08-22,DEN , Lax,16:35,133,14
BW413,BW,8/20/2026,DEN,ORD,20:20,135,2
PR533,PR,2026-08-17,ORD,DTW,21:40,61,-7
BW689,BW,2026-08-18,SFO,SEA,10:55,113,2
BW241,BW,8/19/2026,ORD,EWR,13:35,127,24
PR660,PR,2026-08-20,DEN,IAH,11:00,149,
BW164,BW,2026-08-19,JFK,LAX,19:55,337,13
AU312,AU,2026-08-21,ATL,DFW,11:20,116,-2
PR538,PR,2026-08-20,DTW,ORD,15:50,65,9
PR676,PR,2026-08-23,SLC,DEN,08:10,85,11
BW386,BW,8/17/2026,ORD,Charlotte Douglas International,10:50,97,10
BW560,BW,2026-08-22,DEN,IAH,12:50,143,8
BW512,BW,8/21/2026,SLC,MSP,07:00,151,
PR498,PR,2026-08-18,ORD,SEA,09:25,237,27
PR381,PR,2026-08-20,ATL,CLT,16:15,53,59
BW509,BW,8/18/2026,SEA,MSP,13:55,200,-7
PR456,PR,2026-08-18, Clt,DFW,15:35,142,0
PR769,PR,2026-08-18,SEA,SFO,06:45,121,
PR609,PR,2026-08-21,DEN,DFW,20:15,110,4
AU678,AU,2026-08-17, Lax,PHX,16:55,72,153
