station_name,snapshot_time,bikes_available,docks_available,capacity
w 45 st & 6 ave,2026-08-20T14:59:00,35,0,35
W 21 St & 6 Ave,2026-08-20T14:59:00,16,29,45
8 Ave & W 31 St,2026-08-20T14:59:00,22,28,50
W 20 St and 11 Ave,2026-08-20T14:59:00,13,17,30
W 26 St & 8 Ave,2026-08-20T14:59:00,4,31,
W 17 St & 8 Ave,2026-08-20T14:59:00,26,14,40
9 Ave & W 22 St,2026-08-20T14:59:00,17,13,30
Broadway & E 14 St,2026-08-20T14:59:00,0,50,50
Lafayette St & E 8 St,2026-08-20T14:59:00,2,43,45
E 17 St & Broadway,2026-08-20T14:59:00,1,39,40
University Pl & E 14 St,2026-08-20T14:59:00,0,35,35
Carmine St & 6 Ave,2026-08-20T14:59:00,1,29,
Christopher St & Greenwich St,2026-08-20T14:59:00,0,30,30
e 7 st & avenue a,2026-08-20T14:59:00,0,35,35
West St & Chambers St,2026-08-20T14:59:00,44,1,45
South End Ave & Liberty St,2026-08-20T14:59:00,32,3,35
Vesey  Pl & River Terrace,2026-08-20T14:59:00,39,1,40
Cleveland Pl & Spring St,2026-08-20T14:59:00,35,0,35
Broadway & Battery Pl,2026-08-20T14:59:00,40,0,40
1 Ave & E 68 St,2026-08-20T14:59:00,0,40,
E 72 St & York Ave,2026-08-20T14:59:00,1,34,
Lexington Ave & E 63 St,2026-08-20T14:59:00,1,34,35
E 75 St & 3 Ave,2026-08-20T14:59:00,0,30,30
W 41 St & 8 Ave,2026-08-20T15:59:00,55,0,55
Pershing Square North,2026-08-20T15:59:00,57,3,60
E 47 St & Park Ave,2026-08-20T15:59:00,39,1,40
Broadway & W 41 St,2026-08-20T15:59:00,43,2,45
W 33 St & 7 Ave,2026-08-20T15:59:00,50,0,50
6 Ave & W 33 St,2026-08-20T15:59:00,35,0,35
E 43 St & Vanderbilt Ave,2026-08-20T15:59:00,37,3,40
W 45 St & 6 Ave,2026-08-20T15:59:00,35,0,35
W 21 St & 6 Ave,2026-08-20T15:59:00,16,29,45
8 Ave & W 31 St,2026-08-20T15:59:00,22,28,50
W 20 St & 11 Ave,2026-08-20T15:59:00,13,17,30
W 26 St & 8 Ave,2026-08-20T15:59:00,3,32,35
W 17 St & 8 Ave,2026-08-20T15:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T15:59:00,16,14,30
Broadway & E 14 St,2026-08-20T15:59:00,1,49,50
Lafayette St & E 8 St,2026-08-20T15:59:00,2,43,45
E 17 St & Broadway,2026-08-20T15:59:00,2,38,40
University Pl & E 14 St,2026-08-20T15:59:00,0,35,35
Carmine St & 6 Ave,2026-08-20T15:59:00,0,30,30
Christopher St & Greenwich St,2026-08-20T15:59:00,0,30,30
E 7 St & Avenue A,2026-08-20T15:59:00,0,35,35
West St & Chambers St,2026-08-20T15:59:00,44,1,45
South End Ave and Liberty St,2026-08-20T15:59:00,32,3,35
Vesey Pl & River Terrace,2026-08-20T15:59:00,38,2,40
Cleveland Pl & Spring St,2026-08-20T15:59:00,35,0,35
Broadway & Battery Pl,2026-08-20T15:59:00,39,1,40
1 Ave & E 68 St,2026-08-20T15:59:00,0,40,40
E 72 St & York Ave,2026-08-20T15:59:00,2,33,
Lexington Ave & E 63 St,2026-08-20T15:59:00,1,34,35
E 75 St & 3 Ave,2026-08-20T15:59:00,0,30,30
W 41 St & 8 Ave,2026-08-20T16:59:00,48,7,55
Pershing Square North,2026-08-20T16:59:00,48,12,60
E 47 St & Park Ave,2026-08-20T16:59:00,35,5,40
Broadway & W 41 St,2026-08-20T16:59:00,37,8,45
W 33 St & 7 Ave,2026-08-20T16:59:00,45,5,50
6  Ave & W 33 St,2026-08-20T16:59:00,30,5,35
E 43 St & Vanderbilt Ave,2026-08-20T16:59:00,33,7,40
W 45 St & 6 Ave,2026-08-20T16:59:00,30,5,35
W 21 St & 6 Ave,2026-08-20T16:59:00,19,26,45
8 Ave & W 31 St,2026-08-20T16:59:00,22,28,50
W 20 St & 11 Ave,2026-08-20T16:59:00,15,15,30
W 26 St & 8 Ave,2026-08-20T16:59:00,5,30,35
W 17 St & 8 Ave,2026-08-20T16:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T16:59:00,15,15,30
Broadway & E 14 St,2026-08-20T16:59:00,9,41,50
Lafayette St and E 8 St,2026-08-20T16:59:00,9,36,45
E 17 St & Broadway,2026-08-20T16:59:00,7,33,40
university pl & e 14 st,2026-08-20T16:59:00,6,29,35
Carmine St & 6 Ave,2026-08-20T16:59:00,5,25,30
christopher st & greenwich st,2026-08-20T16:59:00,5,25,30
E 7 St & Avenue A,2026-08-20T16:59:00,5,30,35
west st & chambers st,2026-08-20T16:59:00,40,5,45
South End Ave & Liberty St,2026-08-20T16:59:00,31,4,35
Vesey Pl & River Terrace,2026-08-20T16:59:00,35,5,40
Cleveland Pl & Spring St,2026-08-20T16:59:00,29,6,35
Broadway & Battery Pl,2026-08-20T16:59:00,38,2,40
1 Ave & E 68 St,2026-08-20T16:59:00,5,35,
E 72 St & York Ave,2026-08-20T16:59:00,5,30,
Lexington Ave & E 63 St,2026-08-20T16:59:00,6,29,35
E 75 St & 3 Ave,2026-08-20T16:59:00,4,26,30
W 41 St & 8 Ave,2026-08-20T17:59:00,34,21,55
pershing square north,2026-08-20T17:59:00,33,27,60
E 47 St & Park Ave,2026-08-20T17:59:00,26,14,40
Broadway & W 41 St,2026-08-20T17:59:00,23,22,45
W 33 St & 7 Ave,2026-08-20T17:59:00,33,17,50
6 Ave & W 33 St,2026-08-20T17:59:00,19,16,35
E 43 St & Vanderbilt Ave,2026-08-20T17:59:00,23,17,40
W 45 St & 6 Ave,2026-08-20T17:59:00,23,12,35
W 21 St & 6 Ave,2026-08-20T17:59:00,23,22,45
8 Ave & W 31 St,2026-08-20T17:59:00,22,28,50
W 20 St & 11 Ave ,2026-08-20T17:59:00,18,12,30
W 26 St & 8 Ave,2026-08-20T17:59:00,9,26,35
W 17 St & 8 Ave,2026-08-20T17:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T17:59:00,14,16,30
Broadway & E 14 St,2026-08-20T17:59:00,26,24,50
lafayette st & e 8 st,2026-08-20T17:59:00,21,24,45
E 17 St & Broadway,2026-08-20T17:59:00,18,22,40
University Pl & E 14 St,2026-08-20T17:59:00,20,15,35
Carmine St and 6 Ave,2026-08-20T17:59:00,15,15,30
Christopher St & Greenwich St,2026-08-20T17:59:00,15,15,30
E 7 St & Avenue A,2026-08-20T17:59:00,16,19,35
West St & Chambers St,2026-08-20T17:59:00,31,14,45
South End Ave & Liberty St,2026-08-20T17:59:00,28,7,35
Vesey Pl & River Terrace,2026-08-20T17:59:00,29,11,40
Cleveland Pl & Spring St,2026-08-20T17:59:00,18,17,35
broadway & battery pl,2026-08-20T17:59:00,34,6,
1 Ave & E 68 St,2026-08-20T17:59:00,13,27,40
E 72 St & York Ave ,2026-08-20T17:59:00,13,22,35
Lexington Ave & E 63 St ,2026-08-20T17:59:00,17,18,35
E 75 St & 3 Ave,2026-08-20T17:59:00,8,22,30
W 41 St and 8 Ave,2026-08-20T18:59:00,17,38,55
Pershing Square North,2026-08-20T18:59:00,14,46,60
E 47 St & Park Ave,2026-08-20T18:59:00,14,26,40
Broadway & W 41 St,2026-08-20T18:59:00,7,38,45
W 33 St & 7 Ave ,2026-08-20T18:59:00,21,29,50
6  Ave & W 33 St,2026-08-20T18:59:00,7,28,35
E 43 St & Vanderbilt Ave,2026-08-20T18:59:00,12,28,
W 45 St & 6 Ave ,2026-08-20T18:59:00,15,20,35
W 21 St & 6 Ave,2026-08-20T18:59:00,27,18,45
8 Ave & W 31 St,2026-08-20T18:59:00,23,27,50
W 20 St & 11 Ave,2026-08-20T18:59:00,20,10,30
W 26 St & 8 Ave,2026-08-20T18:59:00,15,20,35
W 17 St & 8 Ave,2026-08-20T18:59:00,24,16,40
9 Ave & W 22 St,2026-08-20T18:59:00,15,15,30
broadway & e 14 st,2026-08-20T18:59:00,45,5,50
Lafayette St & E 8 St ,2026-08-20T18:59:00,36,9,45
E 17 St & Broadway ,2026-08-20T18:59:00,32,8,40
university pl & e 14 st,2026-08-20T18:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T18:59:00,27,3,30
Christopher St & Greenwich St,2026-08-20T18:59:00,25,5,
E 7 St & Avenue A,2026-08-20T18:59:00,27,8,35
West St & Chambers St,2026-08-20T18:59:00,21,24,45
South End Ave & Liberty St,2026-08-20T18:59:00,24,11,35
Vesey Pl & River Terrace,2026-08-20T18:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-20T18:59:00,6,29,35
Broadway & Battery Pl,2026-08-20T18:59:00,30,10,40
1 Ave and E 68 St,2026-08-20T18:59:00,23,17,40
E 72 St & York Ave,2026-08-20T18:59:00,21,14,35
Lexington Ave & E 63 St,2026-08-20T18:59:00,29,6,35
E 75 St & 3 Ave,2026-08-20T18:59:00,14,16,30
W  41 St & 8 Ave,2026-08-20T19:59:00,9,46,55
Pershing Square North,2026-08-20T19:59:00,8,52,60
E 47 St & Park Ave,2026-08-20T19:59:00,9,31,
Broadway & W 41 St,2026-08-20T19:59:00,1,44,45
W 33 St & 7 Ave,2026-08-20T19:59:00,13,37,50
6 Ave & W 33 St,2026-08-20T19:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-20T19:59:00,6,34,40
W 45 St & 6 Ave,2026-08-20T19:59:00,12,23,35
w 21 st & 6 ave,2026-08-20T19:59:00,29,16,45
8 Ave & W 31 St,2026-08-20T19:59:00,25,25,50
W 20 St & 11 Ave,2026-08-20T19:59:00,21,9,30
W 26 St & 8 Ave,2026-08-20T19:59:00,17,18,35
W 17 St & 8 Ave,2026-08-20T19:59:00,24,16,40
9 Ave & W 22 St,2026-08-20T19:59:00,13,17,30
Broadway & E 14 St,2026-08-20T19:59:00,50,0,50
Lafayette St & E 8 St,2026-08-20T19:59:00,42,3,45
E 17 St & Broadway,2026-08-20T19:59:00,37,3,40
University Pl & E 14 St,2026-08-20T19:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T19:59:00,30,0,
Christopher St & Greenwich St,2026-08-20T19:59:00,30,0,30
E 7 St & Avenue A,2026-08-20T19:59:00,32,3,35
West St & Chambers St,2026-08-20T19:59:00,17,28,45
South End Ave & Liberty St,2026-08-20T19:59:00,22,13,35
Vesey Pl and River Terrace,2026-08-20T19:59:00,17,23,40
Cleveland Pl & Spring St,2026-08-20T19:59:00,0,35,
Broadway & Battery Pl,2026-08-20T19:59:00,29,11,40
1 Ave & E 68 St,2026-08-20T19:59:00,27,13,40
E 72 St & York Ave,2026-08-20T19:59:00,24,11,35
Lexington Ave & E 63 St,2026-08-20T19:59:00,34,1,35
E 75 St & 3 Ave,2026-08-20T19:59:00,16,14,30
W 41 St & 8 Ave,2026-08-20T20:59:00,10,45,55
Pershing Square North,2026-08-20T20:59:00,8,52,60
E 47 St & Park Ave,2026-08-20T20:59:00,9,31,40
Broadway & W 41 St,2026-08-20T20:59:00,3,42,45
W 33 St & 7 Ave,2026-08-20T20:59:00,14,36,50
6 Ave & W 33 St,2026-08-20T20:59:00,0,35,35
E 43 St & Vanderbilt Ave,2026-08-20T20:59:00,5,35,40
W 45 St & 6 Ave,2026-08-20T20:59:00,12,23,35
W 21 St & 6 Ave,2026-08-20T20:59:00,28,17,45
8 Ave & W 31 St,2026-08-20T20:59:00,25,25,50
w 20 st & 11 ave,2026-08-20T20:59:00,20,10,
W 26 St & 8 Ave,2026-08-20T20:59:00,17,18,35
W 17 St & 8 Ave,2026-08-20T20:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T20:59:00,13,17,30
Broadway & E 14 St,2026-08-20T20:59:00,50,0,50
Lafayette St & E 8 St,2026-08-20T20:59:00,42,3,45
E 17 St & Broadway,2026-08-20T20:59:00,37,3,40
University Pl & E 14 St,2026-08-20T20:59:00,35,0,
Carmine St & 6 Ave,2026-08-20T20:59:00,30,0,30
Christopher St & Greenwich St,2026-08-20T20:59:00,30,0,30
E 7 St & Avenue A,2026-08-20T20:59:00,31,4,35
West St & Chambers St,2026-08-20T20:59:00,18,27,
south end ave & liberty st,2026-08-20T20:59:00,23,12,35
Vesey Pl & River Terrace,2026-08-20T20:59:00,17,23,40
Cleveland Pl & Spring St,2026-08-20T20:59:00,1,34,35
Broadway & Battery Pl,2026-08-20T20:59:00,29,11,40
1 Ave & E 68 St,2026-08-20T20:59:00,27,13,40
E 72 St & York Ave,2026-08-20T20:59:00,24,11,35
Lexington Ave & E 63 St,2026-08-20T20:59:00,34,1,
E 75 St & 3 Ave,2026-08-20T20:59:00,17,13,30
W 41 St & 8 Ave,2026-08-20T21:59:00,11,44,55
Pershing Square North,2026-08-20T21:59:00,9,51,60
E 47 St & Park Ave,2026-08-20T21:59:00,10,30,40
Broadway & W 41 St,2026-08-20T21:59:00,3,42,45
W 33 St & 7 Ave,2026-08-20T21:59:00,14,36,50
6 Ave & W 33 St,2026-08-20T21:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-20T21:59:00,5,35,40
w 45 st & 6 ave,2026-08-20T21:59:00,12,23,
W 21 St & 6 Ave,2026-08-20T21:59:00,28,17,45
8 Ave & W 31 St,2026-08-20T21:59:00,26,24,50
W 20 St & 11 Ave,2026-08-20T21:59:00,19,11,30
W 26 St & 8 Ave,2026-08-20T21:59:00,18,17,35
W 17 St & 8 Ave,2026-08-20T21:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T21:59:00,13,17,30
Broadway & E 14 St,2026-08-20T21:59:00,50,0,50
Lafayette St & E 8 St,2026-08-20T21:59:00,43,2,45
E 17 St & Broadway,2026-08-20T21:59:00,37,3,
University Pl & E 14 St,2026-08-20T21:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T21:59:00,30,0,30
Christopher St & Greenwich St,2026-08-20T21:59:00,29,1,30
E 7 St & Avenue A,2026-08-20T21:59:00,31,4,35
West St & Chambers St,2026-08-20T21:59:00,17,28,45
South End Ave & Liberty St,2026-08-20T21:59:00,21,14,35
vesey pl & river terrace,2026-08-20T21:59:00,17,23,
Cleveland  Pl & Spring St,2026-08-20T21:59:00,1,34,35
Broadway and Battery Pl,2026-08-20T21:59:00,29,11,40
1 Ave & E 68 St,2026-08-20T21:59:00,27,13,40
E 72 St & York Ave,2026-08-20T21:59:00,24,11,
Lexington Ave & E 63 St,2026-08-20T21:59:00,35,0,35
E  75 St & 3 Ave,2026-08-20T21:59:00,18,12,30
W 41 St & 8 Ave,2026-08-20T22:59:00,12,43,55
Pershing Square North,2026-08-20T22:59:00,9,51,60
E 47 St & Park Ave,2026-08-20T22:59:00,8,32,40
Broadway & W 41 St,2026-08-20T22:59:00,3,42,45
W 33 St & 7 Ave,2026-08-20T22:59:00,14,36,50
6 Ave & W 33 St,2026-08-20T22:59:00,2,33,35
E 43 St & Vanderbilt Ave,2026-08-20T22:59:00,3,37,40
W 45 St & 6 Ave,2026-08-20T22:59:00,12,23,35
w 21 st & 6 ave,2026-08-20T22:59:00,27,18,45
8 Ave & W 31 St ,2026-08-20T22:59:00,26,24,
W 20 St & 11 Ave,2026-08-20T22:59:00,19,11,
W 26 St & 8 Ave,2026-08-20T22:59:00,18,17,35
W 17 St & 8 Ave,2026-08-20T22:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T22:59:00,13,17,30
Broadway & E 14 St ,2026-08-20T22:59:00,50,0,50
Lafayette St & E 8 St,2026-08-20T22:59:00,44,1,45
E 17 St and Broadway,2026-08-20T22:59:00,36,4,40
University Pl & E 14 St,2026-08-20T22:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T22:59:00,30,0,30
Christopher St & Greenwich St,2026-08-20T22:59:00,29,1,30
E 7 St & Avenue A,2026-08-20T22:59:00,32,3,35
West St & Chambers St,2026-08-20T22:59:00,18,27,45
South End Ave & Liberty St,2026-08-20T22:59:00,22,13,35
Vesey Pl & River Terrace,2026-08-20T22:59:00,18,22,40
Cleveland Pl & Spring St,2026-08-20T22:59:00,1,34,35
Broadway & Battery Pl,2026-08-20T22:59:00,28,12,
1 Ave & E 68 St ,2026-08-20T22:59:00,28,12,40
E 72 St & York Ave ,2026-08-20T22:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-20T22:59:00,34,1,35
E 75 St & 3 Ave,2026-08-20T22:59:00,19,11,30
W 41 St & 8 Ave,2026-08-20T23:59:00,12,43,55
Pershing Square North,2026-08-20T23:59:00,11,49,60
E 47 St & Park Ave,2026-08-20T23:59:00,9,31,
Broadway & W 41 St,2026-08-20T23:59:00,4,41,45
W 33 St & 7 Ave,2026-08-20T23:59:00,14,36,50
6 Ave & W 33 St,2026-08-20T23:59:00,2,33,35
E 43 St & Vanderbilt Ave,2026-08-20T23:59:00,3,37,40
W 45 St & 6 Ave,2026-08-20T23:59:00,12,23,35
W 21 St & 6 Ave,2026-08-20T23:59:00,28,17,
8 Ave & W 31 St ,2026-08-20T23:59:00,25,25,50
W 20 St & 11 Ave,2026-08-20T23:59:00,20,10,30
W 26 St & 8 Ave,2026-08-20T23:59:00,17,18,35
W 17 St & 8 Ave,2026-08-20T23:59:00,25,15,40
9 Ave & W 22 St,2026-08-20T23:59:00,13,17,30
Broadway & E 14 St,2026-08-20T23:59:00,50,0,50
Lafayette  St & E 8 St,2026-08-20T23:59:00,44,1,45
E 17 St & Broadway,2026-08-20T23:59:00,36,4,40
University Pl & E 14 St,2026-08-20T23:59:00,35,0,35
Carmine St & 6 Ave,2026-08-20T23:59:00,29,1,30
christopher st & greenwich st,2026-08-20T23:59:00,29,1,
E 7 St & Avenue A,2026-08-20T23:59:00,33,2,
West St & Chambers St ,2026-08-20T23:59:00,18,27,45
South End Ave & Liberty St,2026-08-20T23:59:00,21,14,35
Vesey Pl & River Terrace,2026-08-20T23:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-20T23:59:00,0,35,35
Broadway & Battery Pl,2026-08-20T23:59:00,27,13,40
1 Ave & E 68 St,2026-08-20T23:59:00,27,13,40
E 72 St & York Ave ,2026-08-20T23:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-20T23:59:00,35,0,35
E 75 St & 3 Ave,2026-08-20T23:59:00,19,11,30
W 41 St & 8 Ave,2026-08-21T00:59:00,13,42,55
Pershing Square North,2026-08-21T00:59:00,11,49,60
E 47 St & Park Ave,2026-08-21T00:59:00,9,31,40
Broadway & W 41 St,2026-08-21T00:59:00,4,41,45
W 33 St & 7 Ave,2026-08-21T00:59:00,15,35,
6 Ave & W 33 St,2026-08-21T00:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-21T00:59:00,3,37,40
W 45 St & 6 Ave,2026-08-21T00:59:00,13,22,35
W 21 St & 6 Ave,2026-08-21T00:59:00,28,17,45
8 Ave & W 31 St,2026-08-21T00:59:00,26,24,50
W 20 St & 11 Ave,2026-08-21T00:59:00,19,11,30
W 26 St & 8 Ave ,2026-08-21T00:59:00,17,18,35
w 17 st & 8 ave,2026-08-21T00:59:00,24,16,40
9 Ave & W 22 St,2026-08-21T00:59:00,14,16,30
Broadway & E 14 St,2026-08-21T00:59:00,48,2,50
Lafayette St & E 8 St,2026-08-21T00:59:00,44,1,45
E 17 St & Broadway,2026-08-21T00:59:00,36,4,40
University Pl & E 14 St,2026-08-21T00:59:00,35,0,35
Carmine St & 6 Ave,2026-08-21T00:59:00,30,0,30
Christopher St & Greenwich St,2026-08-21T00:59:00,29,1,30
E 7 St & Avenue A,2026-08-21T00:59:00,32,3,
West St & Chambers St,2026-08-21T00:59:00,17,28,45
South End Ave & Liberty St,2026-08-21T00:59:00,22,13,35
Vesey  Pl & River Terrace,2026-08-21T00:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-21T00:59:00,0,35,35
Broadway & Battery Pl,2026-08-21T00:59:00,28,12,40
1 Ave & E 68 St,2026-08-21T00:59:00,27,13,40
E 72 St & York Ave,2026-08-21T00:59:00,23,12,35
Lexington Ave & E 63 St,2026-08-21T00:59:00,35,0,35
E 75 St & 3 Ave,2026-08-21T00:59:00,19,11,30
W 41 St & 8 Ave ,2026-08-21T01:59:00,13,42,55
Pershing Square North,2026-08-21T01:59:00,11,49,60
E 47 St & Park Ave,2026-08-21T01:59:00,10,30,40
Broadway & W 41 St,2026-08-21T01:59:00,4,41,45
W 33 St & 7 Ave,2026-08-21T01:59:00,14,36,50
6 Ave & W 33 St,2026-08-21T01:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-21T01:59:00,3,37,40
W 45 St & 6 Ave,2026-08-21T01:59:00,12,23,
W 21 St & 6 Ave,2026-08-21T01:59:00,28,17,45
8 Ave & W 31 St,2026-08-21T01:59:00,26,24,50
W 20 St & 11 Ave,2026-08-21T01:59:00,21,9,30
W  26 St & 8 Ave,2026-08-21T01:59:00,17,18,35
W 17 St & 8 Ave,2026-08-21T01:59:00,24,16,40
9 Ave & W 22 St,2026-08-21T01:59:00,14,16,
Broadway & E 14 St,2026-08-21T01:59:00,49,1,50
Lafayette St & E 8 St,2026-08-21T01:59:00,44,1,45
E 17 St & Broadway,2026-08-21T01:59:00,35,5,40
university pl & e 14 st,2026-08-21T01:59:00,35,0,35
Carmine St & 6 Ave,2026-08-21T01:59:00,30,0,30
Christopher St & Greenwich St,2026-08-21T01:59:00,28,2,30
E 7 St & Avenue A,2026-08-21T01:59:00,32,3,35
West St & Chambers St,2026-08-21T01:59:00,16,29,45
South End Ave & Liberty St ,2026-08-21T01:59:00,21,14,35
Vesey Pl & River Terrace,2026-08-21T01:59:00,20,20,40
Cleveland Pl & Spring St,2026-08-21T01:59:00,0,35,35
Broadway & Battery Pl,2026-08-21T01:59:00,28,12,40
1 Ave & E 68 St,2026-08-21T01:59:00,26,14,40
E 72 St & York Ave,2026-08-21T01:59:00,22,13,35
Lexington Ave & E 63 St,2026-08-21T01:59:00,35,0,35
E 75 St & 3 Ave,2026-08-21T01:59:00,19,11,30
W 41 St & 8 Ave,2026-08-21T02:59:00,13,42,55
Pershing Square North,2026-08-21T02:59:00,11,49,
E  47 St & Park Ave,2026-08-21T02:59:00,10,30,40
Broadway & W 41 St,2026-08-21T02:59:00,3,42,45
W 33 St & 7 Ave,2026-08-21T02:59:00,15,35,50
6 Ave & W 33 St,2026-08-21T02:59:00,1,34,35
E 43 St & Vanderbilt Ave,2026-08-21T02:59:00,4,36,40
W 45 St & 6 Ave,2026-08-21T02:59:00,12,23,35
W 21 St & 6 Ave,2026-08-21T02:59:00,27,18,
8 Ave & W 31 St,2026-08-21T02:59:00,26,24,50
W 20 St & 11 Ave,2026-08-21T02:59:00,21,9,30
W 26 St & 8 Ave,2026-08-21T02:59:00,17,18,35
W 17 St & 8 Ave,2026-08-21T02:59:00,24,16,40
9 Ave & W 22 St ,2026-08-21T02:59:00,14,16,30
Broadway & E 14 St,2026-08-21T02:59:00,48,2,50
Lafayette St and E 8 St,2026-08-21T02:59:00,44,1,45
E 17 St & Broadway,2026-08-21T02:59:00,35,5,40
University Pl & E 14 St,2026-08-21T02:59:00,35,0,35
Carmine  St & 6 Ave,2026-08-21T02:59:00,30,0,30
Christopher St & Greenwich St,2026-08-21T02:59:00,29,1,30
E 7 St & Avenue A ,2026-08-21T02:59:00,32,3,35
West St & Chambers St,2026-08-21T02:59:00,17,28,
South End Ave & Liberty St,2026-08-21T02:59:00,21,14,35
Vesey Pl & River Terrace,2026-08-21T02:59:00,19,21,40
Cleveland Pl & Spring St,2026-08-21T02:59:00,0,35,35
Broadway & Battery Pl,2026-08-21T02:59:00,29,11,40
1 Ave & E 68 St,2026-08-21T02:59:00,26,14,40
E 72 St & York Ave ,2026-08-21T02:59:00,21,14,35
Lexington Ave & E 63 St,2026-08-21T02:59:00,35,0,35
E 75 St & 3 Ave,2026-08-21T02:59:00,19,11,30
W 41 St & 8 Ave,2026-08-21T03:59:00,32,23,55
Pershing Square North,2026-08-21T03:59:00,29,31,60
E 47 St & Park Ave,2026-08-21T03:59:00,17,23,40
Broadway & W 41 St,2026-08-21T03:59:00,19,26,45
W 33 St & 7 Ave,2026-08-21T03:59:00,25,25,50
6 Ave & W 33 St,2026-08-21T03:59:00,16,19,35
E 43 St & Vanderbilt Ave,2026-08-21T03:59:00,15,25,40
w 45 st & 6 ave,2026-08-21T03:59:00,16,19,35
W 21 St & 6 Ave,2026-08-21T03:59:00,26,19,45
8 Ave & W 31 St,2026-08-21T03:59:00,23,27,50
W 20 St & 11 Ave,2026-08-21T03:59:00,15,15,30
W 26 St & 8 Ave,2026-08-21T03:59:00,14,21,35
W 17 St & 8 Ave,2026-08-21T03:59:00,18,22,40
9 Ave & W 22 St,2026-08-21T03:59:00,14,16,30
Broadway & E 14 St,2026-08-21T03:59:00,25,25,50
Lafayette St & E 8 St,2026-08-21T03:59:00,24,21,45
E 17 St & Broadway,2026-08-21T03:59:00,18,22,40
University Pl & E 14 St,2026-08-21T03:59:00,18,17,
Carmine St & 6 Ave,2026-08-21T03:59:00,12,18,30
Christopher St & Greenwich St,2026-08-21T03:59:00,18,12,30
E 7 St & Avenue A,2026-08-21T03:59:00,21,14,
West St & Chambers St,2026-08-21T03:59:00,26,19,45
South End Ave & Liberty St,2026-08-21T03:59:00,15,20,35
Vesey Pl & River Terrace,2026-08-21T03:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-21T03:59:00,16,19,35
Broadway  & Battery Pl,2026-08-21T03:59:00,19,21,40
1 Ave & E 68 St,2026-08-21T03:59:00,23,17,
E 72 St & York Ave,2026-08-21T03:59:00,19,16,
Lexington Ave & E 63 St,2026-08-21T03:59:00,15,20,35
E 75 St & 3 Ave,2026-08-21T03:59:00,14,16,30
W 41 St & 8 Ave,2026-08-21T04:59:00,33,22,55
Pershing  Square North,2026-08-21T04:59:00,30,30,60
E 47 St & Park Ave,2026-08-21T04:59:00,18,22,40
Broadway & W 41 St,2026-08-21T04:59:00,18,27,45
W 33 St & 7 Ave,2026-08-21T04:59:00,25,25,50
6 Ave & W 33 St,2026-08-21T04:59:00,14,21,35
E 43 St & Vanderbilt Ave,2026-08-21T04:59:00,14,26,40
W 45 St & 6 Ave,2026-08-21T04:59:00,16,19,35
W  21 St & 6 Ave,2026-08-21T04:59:00,26,19,45
8 Ave & W 31 St,2026-08-21T04:59:00,23,27,50
W 20 St & 11 Ave,2026-08-21T04:59:00,14,16,30
W 26 St & 8 Ave,2026-08-21T04:59:00,14,21,35
W 17 St & 8 Ave,2026-08-21T04:59:00,17,23,
9 Ave & W 22 St,2026-08-21T04:59:00,14,16,30
Broadway & E 14 St,2026-08-21T04:59:00,24,26,50
lafayette st & e 8 st,2026-08-21T04:59:00,25,20,45
E 17 St & Broadway,2026-08-21T04:59:00,18,22,
University Pl & E 14 St,2026-08-21T04:59:00,19,16,35
Carmine St & 6 Ave,2026-08-21T04:59:00,12,18,30
Christopher St & Greenwich St,2026-08-21T04:59:00,18,12,
E 7 St & Avenue A,2026-08-21T04:59:00,21,14,35
West St & Chambers St,2026-08-21T04:59:00,26,19,
South End Ave & Liberty St,2026-08-21T04:59:00,14,21,35
Vesey Pl & River Terrace,2026-08-21T04:59:00,21,19,40
Cleveland Pl & Spring St,2026-08-21T04:59:00,15,20,35
Broadway & Battery Pl,2026-08-21T04:59:00,18,22,40
1 Ave & E 68 St,2026-08-21T04:59:00,22,18,40
E 72 St & York Ave,2026-08-21T04:59:00,18,17,
Lexington Ave & E 63 St,2026-08-21T04:59:00,14,21,35
E 75 St & 3 Ave,2026-08-21T04:59:00,13,17,30
W 41 St & 8 Ave,2026-08-21T05:59:00,33,22,55
Pershing Square North,2026-08-21T05:59:00,29,31,60
E 47 St & Park Ave,2026-08-21T05:59:00,19,21,40
Broadway & W 41 St,2026-08-21T05:59:00,18,27,45
