ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual
R90401752,classic_bike,2026-08-20 16:12:31,2026-08-20 16:24:17,pershing square north,6711.03,Lexington Ave & E 63 St,5734.15,40.7518,-73.9778,40.7642,-73.9660,casual
R90401761,classic_bike,2026-08-20 16:13:05,2026-08-20 16:24:22,Pershing Square North ,6711.03,W 33 St & 7 Ave,6594.06,40.7518,-73.9778,40.7502,-73.9908,member
R90401749,electric_bike,2026-08-20 16:14:03,2026-08-20 16:25:48,8 Ave & W 31 St,6359.12,Broadway & E 14 St,6115.16,40.7505,-73.9947,40.7345,-73.9906,member
R90401751,classic_bike,2026-08-20 16:14:19,2026-08-20 16:23:43,6 Ave & W 33 St,5431.02,e 17 st & broadway,5307.10,40.7490,-73.9880,40.7371,-73.9902,member
R90401760,electric_bike,2026-08-20 16:17:35,2026-08-20 16:34:09,E 43 St & Vanderbilt Ave,6741.16,1 Ave & E 68 St,6056.19,40.7530,-73.9774,40.7651,-73.9582,member
R90401757,electric_bike,2026-08-20 16:20:44,2026-08-20 16:24:08,christopher st & greenwich st,6202.07,Carmine St & 6 Ave,6650.03,40.7329,-74.0071,40.7303,-74.0022,member
R90401753,electric_bike,2026-08-20 16:21:27,2026-08-20 16:29:14,Cleveland Pl & Spring St,6679.12,e 7 st & avenue a,5428.06,40.7220,-73.9973,40.7263,-73.9838,member
R90401766,classic_bike,2026-08-20 16:22:36,2026-08-20 16:42:55,West  St & Chambers St,6917.09,university pl & e 14 st,5183.03,40.7175,-74.0132,40.7349,-73.9922,member
R90401765,electric_bike,2026-08-20 16:28:22,2026-08-20 16:35:27,W 17 St & 8 Ave,5891.11,8 Ave & W 31 St,475,40.7418,-74.0015,40.7505,-73.9947,casual
R90401767,classic_bike,2026-08-20 16:31:49,2026-08-20 16:47:24,Vesey Pl & River Terrace,6741.09,Broadway & E 14 St ,6115.16,40.7153,-74.0163,40.7345,-73.9906,member
R90401763,classic_bike,2026-08-20 16:32:29,2026-08-20 16:37:02,West  St & Chambers St,6917.09,Vesey Pl & River Terrace,6741.09,40.7175,-74.0132,40.7153,-74.0163,member
R90401768,classic_bike,2026-08-20 16:36:12,2026-08-20 16:42:58,Lafayette St & E 8 St,5906.08,Carmine St & 6 Ave,6650.03,40.7302,-73.9911,40.7303,-74.0022,casual
R90401755,classic_bike,2026-08-20 16:37:37,2026-08-20 16:42:50,W 33 St & 7 Ave,455,W 41 St & 8 Ave,6419.19,40.7502,-73.9908,40.7562,-73.9901,member
R90401758,classic_bike,2026-08-20 16:46:38,2026-08-20 16:53:09,e 43 st & vanderbilt ave,6741.16,6 Ave & W 33 St,5431.02,40.7530,-73.9774,40.7490,-73.9880,member
R90401747,classic_bike,2026-08-20 16:51:38,2026-08-20 16:59:41,Cleveland Pl & Spring St,6679.12,E 7 St & Avenue A,5428.06,40.7220,-73.9973,40.7263,-73.9838,member
R90401746,classic_bike,2026-08-20 16:57:00,2026-08-20 17:14:37,Pershing Square North,6711.03,E 72 St & York Ave,6000.10,40.7518,-73.9778,40.7660,-73.9535,member
R90401798,classic_bike,2026-08-20 17:04:23,2026-08-20 17:11:49,1 Ave & E 68 St,6056.19,Lexington Ave & E 63 St,5734.15,40.7651,-73.9582,40.7642,-73.9660,member
R90401770,classic_bike,2026-08-20 17:06:32,2026-08-20 17:27:06,Broadway & Battery Pl,6881.14,University Pl & E 14 St,5183.03,40.7045,-74.0136,40.7349,-73.9922,casual
R90401789,classic_bike,2026-08-20 17:06:42,2026-08-20 17:15:38,Cleveland Pl & Spring St,6679.12,Carmine St & 6 Ave,6650.03,40.7220,-73.9973,40.7303,-74.0022,casual
R90401791,classic_bike,2026-08-20 17:07:18,2026-08-20 17:14:40,6 Ave & W 33 St ,5431.02,Pershing Square North,6711.03,40.7490,-73.9880,40.7518,-73.9778,member
R90401790,classic_bike,2026-08-20 17:07:58,2026-08-20 17:22:48,E 43 St & Vanderbilt Ave,6741.16,E 72 St & York Ave,6000.10,40.7530,-73.9774,40.7660,-73.9535,member
R90401799,electric_bike,2026-08-20 17:08:36,2026-08-20 17:21:40,W 26 St & 8 Ave,6253.07,Lafayette St & E 8 St,5906.08,40.7472,-73.9973,40.7302,-73.9911,member
R90401804,electric_bike,2026-08-20 17:08:36,2026-08-20 17:18:38,Vesey Pl & River Terrace,6741.09,broadway & battery pl,6881.14,40.7153,-74.0163,40.7045,-74.0136,member
R90401808,classic_bike,2026-08-20 17:12:07,2026-08-20 17:22:58,W 33 St & 7 Ave,6594.06,W 45 St & 6 Ave,6785.05,40.7502,-73.9908,40.7566,-73.9826,member
R90401771,classic_bike,2026-08-20 17:13:33,2026-08-20 17:25:10,South End Ave & Liberty St,6060.05,Cleveland Pl & Spring St,6679.12,40.7112,-74.0158,40.7220,-73.9973,member
R90401803,classic_bike,2026-08-20 17:15:44,2026-08-20 17:26:05,W 41 St & 8 Ave,6419.19,W 20 St & 11 Ave,5160.04,40.7562,-73.9901,40.7465,-74.0077,member
R90401792,classic_bike,2026-08-20 17:16:25,2026-08-20 17:23:10,Broadway & W 41 St,6732.19,E 47 St & Park Ave,6462.07,40.7553,-73.9868,40.7550,-73.9750,member
R90401779,classic_bike,2026-08-20 17:17:02,2026-08-20 17:28:06,E 43 St & Vanderbilt Ave,6741.16,1 Ave & E 68 St,6056.19,40.7530,-73.9774,40.7651,-73.9582,member
R90401772,classic_bike,2026-08-20 17:18:20,2026-08-20 17:36:03,Pershing Square North,6711.03,W 26 St & 8 Ave,6253.07,40.7518,-73.9778,40.7472,-73.9973,casual
R90401786,electric_bike,2026-08-20 17:18:32,2026-08-20 17:34:21,W 41 St & 8 Ave,6419.19,Lafayette St & E 8 St,5906.08,40.7562,-73.9901,40.7302,-73.9911,member
R90401809,classic_bike,2026-08-20 17:18:58,2026-08-20 17:28:30,W  41 St & 8 Ave,6419.19,W 33 St & 7 Ave,455,40.7562,-73.9901,40.7502,-73.9908,member
R90401782,classic_bike,2026-08-20 17:19:13,2026-08-20 17:25:45,Broadway & W 41 St,6732.19,W 41 St & 8 Ave,6419.19,40.7553,-73.9868,40.7562,-73.9901,casual
R90401781,classic_bike,2026-08-20 17:21:54,2026-08-20 17:30:14,Cleveland Pl & Spring St,6679.12,Lafayette St & E 8 St,5906.08,40.7220,-73.9973,40.7302,-73.9911,member
R90401795,classic_bike,2026-08-20 17:22:10,2026-08-20 17:27:07,Broadway & W 41 St,241,W 41 St & 8 Ave,6419.19,40.7553,-73.9868,40.7562,-73.9901,member
R90401813,classic_bike,2026-08-20 17:25:16,2026-08-20 17:33:19,Cleveland Pl & Spring St,6679.12,Lafayette St & E 8 St,5906.08,40.7220,-73.9973,40.7302,-73.9911,member
R90401796,electric_bike,2026-08-20 17:26:03,2026-08-20 17:34:08,E 47 St & Park Ave,6462.07,W 41 St & 8 Ave,6419.19,40.7550,-73.9750,40.7562,-73.9901,member
R90401787,classic_bike,2026-08-20 17:26:16,2026-08-20 17:39:45,West St & Chambers St,6917.09,Christopher St & Greenwich St,6202.07,40.7175,-74.0132,40.7329,-74.0071,member
R90401783,classic_bike,2026-08-20 17:27:25,2026-08-20 17:33:34,South End Ave & Liberty St,6060.05,West St & Chambers St,6917.09,40.7112,-74.0158,40.7175,-74.0132,member
R90401805,classic_bike,2026-08-20 17:28:24,2026-08-20 17:36:25,Vesey Pl & River Terrace,6741.09,South End Ave & Liberty St,6060.05,40.7153,-74.0163,40.7112,-74.0158,member
R90401801,classic_bike,2026-08-20 17:29:05,2026-08-20 17:32:46,W 41 St & 8 Ave,6419.19,Broadway & W 41 St,6732.19,40.7562,-73.9901,40.7553,-73.9868,member
R90401812,classic_bike,2026-08-20 17:29:40,2026-08-20 17:40:08,W 45 St & 6 Ave,6785.05,Lexington Ave & E 63 St,5734.15,40.7566,-73.9826,40.7642,-73.9660,member
R90401807,classic_bike,2026-08-20 17:29:51,2026-08-20 17:37:53,Pershing Square North,6711.03,W 41 St & 8 Ave,6419.19,40.7518,-73.9778,40.7562,-73.9901,member
R90401788,electric_bike,2026-08-20 17:30:52,2026-08-20 17:32:53,W 41 St & 8 Ave,6419.19,Broadway & W 41 St,6732.19,40.7562,-73.9901,40.7553,-73.9868,member
R90401802,electric_bike,2026-08-20 17:31:33,2026-08-20 17:42:38,Christopher St & Greenwich St,6202.07,E 7 St & Avenue A,5428.06,40.7329,-74.0071,40.7263,-73.9838,member
R90401778,electric_bike,2026-08-20 17:33:54,2026-08-20 17:39:42,W 41 St & 8 Ave,6419.19,Pershing Square North,6711.03,40.7562,-73.9901,40.7518,-73.9778,casual
R90401811,classic_bike,2026-08-20 17:34:38,2026-08-20 17:45:02,E 47 St & Park Ave,415,W 41 St & 8 Ave,6419.19,40.7550,-73.9750,40.7562,-73.9901,casual
R90401810,classic_bike,2026-08-20 17:36:46,2026-08-20 17:51:16,Pershing Square North,6711.03,Lexington Ave & E 63 St ,5734.15,40.7518,-73.9778,40.7642,-73.9660,member
R90401776,electric_bike,2026-08-20 17:37:42,2026-08-20 17:54:26,9 Ave & W 22 St,6088.11,Lexington Ave & E 63 St,5734.15,40.7455,-74.0019,40.7642,-73.9660,member
R90401785,electric_bike,2026-08-20 17:40:22,2026-08-20 17:44:51,West St & Chambers St,6917.09,Vesey Pl & River Terrace,6741.09,40.7175,-74.0132,40.7153,-74.0163,member
R90401794,classic_bike,2026-08-20 17:40:24,,Vesey Pl & River Terrace,6741.09,,,40.7153,-74.0163,,,casual
R90401806,electric_bike,2026-08-20 17:41:23,2026-08-20 17:49:41,E 17 St & Broadway,5307.10,E 7 St & Avenue A,5428.06,40.7371,-73.9902,40.7263,-73.9838,member
R90401800,classic_bike,2026-08-20 17:42:35,2026-08-20 17:50:19,west st & chambers st,379,South End Ave & Liberty St,6060.05,40.7175,-74.0132,40.7112,-74.0158,member
R90401797,classic_bike,2026-08-20 17:45:05,2026-08-20 17:53:46,Cleveland Pl & Spring St,6679.12,Lafayette St & E 8 St,5906.08,40.7220,-73.9973,40.7302,-73.9911,member
R90401780,electric_bike,2026-08-20 17:48:24,2026-08-20 17:56:26,E 47 St & Park Ave,415,Broadway & W 41 St,6732.19,40.7550,-73.9750,40.7553,-73.9868,member
R90401777,classic_bike,2026-08-20 17:48:36,2026-08-20 17:56:35,Cleveland Pl & Spring St,6679.12,Lafayette St & E 8 St,5906.08,40.7220,-73.9973,40.7302,-73.9911,member
R90401784,classic_bike,2026-08-20 17:48:49,2026-08-20 17:58:54,Cleveland Pl & Spring St,6679.12,Lafayette St & E 8 St,5906.08,40.7220,-73.9973,40.7302,-73.9911,casual
R90401775,classic_bike,2026-08-20 17:51:02,2026-08-20 18:06:21,E 47 St & Park Ave,415,E 72 St & York Ave,6000.10,40.7550,-73.9750,40.7660,-73.9535,member
R90401769,classic_bike,2026-08-20 17:51:37,2026-08-20 18:13:26,E 43 St & Vanderbilt Ave,6741.16,Christopher St & Greenwich St,6202.07,40.7530,-73.9774,40.7329,-74.0071,member
R90401793,classic_bike,2026-08-20 17:51:41,2026-08-20 18:01:44,Cleveland Pl & Spring St,6679.12,E 7 St & Avenue A,5428.06,40.7220,-73.9973,40.7263,-73.9838,casual
R90401774,electric_bike,2026-08-20 17:52:04,2026-08-20 17:58:26,University Pl & E 14 St,5183.03,Broadway & E 14 St,6115.16,40.7349,-73.9922,40.7345,-73.9906,member
R90401773,electric_bike,2026-08-20 17:58:33,2026-08-20 18:08:44,9 Ave & W 22 St,6088.11,Broadway & E 14 St ,6115.16,40.7455,-74.0019,40.7345,-73.9906,member
R90401818,classic_bike,2026-08-20 18:00:52,2026-08-20 18:07:18,E 7 St & Avenue A,578,Lafayette St & E 8 St,5906.08,40.7263,-73.9838,40.7302,-73.9911,member
R90401848,classic_bike,2026-08-20 18:01:11,2026-08-20 18:24:38,Vesey Pl & River Terrace,6741.09,Broadway & E 14 St,6115.16,40.7153,-74.0163,40.7345,-73.9906,member
R90401856,classic_bike,2026-08-20 18:02:19,2026-08-20 18:20:19,E 43 St & Vanderbilt Ave,6741.16,E 72 St & York Ave,6000.10,40.7530,-73.9774,40.7660,-73.9535,member
R90401820,classic_bike,2026-08-20 18:03:59,2026-08-20 18:11:14,W 45 St & 6 Ave,6785.05,pershing square north,6711.03,40.7566,-73.9826,40.7518,-73.9778,member
R90401859,classic_bike,2026-08-20 18:04:13,2026-08-20 18:21:23,E 47 St & Park Ave,6462.07,Broadway & E 14 St,6115.16,40.7550,-73.9750,40.7345,-73.9906,member
R90401860,electric_bike,2026-08-20 18:04:23,2026-08-20 18:13:33,Cleveland Pl & Spring St ,6679.12,West St & Chambers St,6917.09,40.7220,-73.9973,40.7175,-74.0132,member
R90401833,docked_bike,2026-08-20 18:04:29,2026-08-20 18:10:16,W 45 St & 6 Ave,6785.05,W 33 St & 7 Ave,455,40.7566,-73.9826,40.7502,-73.9908,member
R90401817,electric_bike,2026-08-20 18:04:50,2026-08-20 18:13:16,W 33 St & 7 Ave,6594.06,W 21 St & 6 Ave,6173.11,40.7502,-73.9908,40.7417,-73.9942,member
R90401831,classic_bike,2026-08-20 18:06:24,2026-08-20 18:16:57,9 Ave & W 22 St,6088.11,Carmine St & 6 Ave,6650.03,40.7455,-74.0019,40.7303,-74.0022,member
R90401830,electric_bike,2026-08-20 18:07:34,2026-08-20 18:11:42,Broadway & W 41 St,6732.19,W 41 St & 8 Ave,6419.19,40.7553,-73.9868,40.7562,-73.9901,casual
R90401839,classic_bike,2026-08-20 18:08:23,2026-08-20 18:35:21,W 20 St & 11 Ave,5160.04,Lexington Ave & E 63 St,5734.15,40.7465,-74.0077,40.7642,-73.9660,member
R90401862,classic_bike,2026-08-20 18:08:59,2026-08-20 18:16:40,Carmine St & 6 Ave,6650.03,Lafayette St & E 8 St,568,40.7303,-74.0022,40.7302,-73.9911,member
R90401850,classic_bike,2026-08-20 18:09:51,2026-08-20 18:27:54,Pershing Square North,6711.03,Christopher St & Greenwich St,6202.07,40.7518,-73.9778,40.7329,-74.0071,casual
R90401829,classic_bike,2026-08-20 18:10:07,2026-08-20 18:15:26,South End Ave & Liberty St,6060.05,Broadway & Battery Pl,519,40.7112,-74.0158,40.7045,-74.0136,member
R90401847,electric_bike,2026-08-20 18:10:30,2026-08-20 18:25:25,Vesey Pl & River Terrace,6741.09,E 7 St and Avenue A,5428.06,40.7153,-74.0163,40.7263,-73.9838,member
R90401846,classic_bike,2026-08-20 18:10:44,2026-08-20 18:17:21,Broadway & W 41 St,6732.19,W 33 St & 7 Ave,6594.06,40.7553,-73.9868,40.7502,-73.9908,member
R90401863,classic_bike,2026-08-20 18:17:38,2026-08-20 18:20:00,broadway & w 41 st,6732.19,W 41 St & 8 Ave,6419.19,40.7553,-73.9868,40.7562,-73.9901,casual
R90401861,classic_bike,2026-08-20 18:18:55,2026-08-20 18:25:58,E 72 St & York Ave,6000.10,1 Ave & E 68 St,6056.19,40.7660,-73.9535,40.7651,-73.9582,casual
R90401828,electric_bike,2026-08-20 18:19:24,2026-08-20 18:22:34,6 Ave & W 33 St,5431.02,w 33 st & 7 ave,6594.06,40.7490,-73.9880,40.7502,-73.9908,member
R90401828,electric_bike,2026-08-20 18:19:24,2026-08-20 18:22:34,6 Ave & W 33 St,5431.02,w 33 st & 7 ave,6594.06,40.7490,-73.9880,40.7502,-73.9908,member
R90401821,classic_bike,2026-08-20 18:19:26,2026-08-20 18:37:04,E 47 St and Park Ave,6462.07,Lafayette St & E 8 St,5906.08,40.7550,-73.9750,40.7302,-73.9911,member
R90401826,classic_bike,2026-08-20 18:20:24,2026-08-20 18:22:41,West St & Chambers St,6917.09,Vesey Pl & River Terrace,6741.09,40.7175,-74.0132,40.7153,-74.0163,member
R90401824,classic_bike,2026-08-20 18:21:10,2026-08-20 18:37:49,E 47 St & Park Ave,6462.07,E 72 St & York Ave,6000.10,40.7550,-73.9750,40.7660,-73.9535,member
R90401864,electric_bike,2026-08-20 18:21:42,2026-08-20 18:24:39,Broadway & W 41 St,6732.19,W 41 St & 8 Ave,6419.19,40.7553,-73.9868,40.7562,-73.9901,casual
R90401837,electric_bike,2026-08-20 18:22:16,2026-08-20 18:30:05,E 47 St & Park Ave,6462.07,W 41 St & 8 Ave,6419.19,40.7550,-73.9750,40.7562,-73.9901,member
R90401823,electric_bike,2026-08-20 18:22:23,2026-08-20 18:31:06,Cleveland Pl & Spring St,6679.12,lafayette st & e 8 st,5906.08,40.7220,-73.9973,40.7302,-73.9911,casual
R90401815,electric_bike,2026-08-20 18:23:12,2026-08-20 18:34:35,Broadway & W 41 St,6732.19,Broadway & E 14 St,6115.16,40.7553,-73.9868,40.7345,-73.9906,member
R90401834,classic_bike,2026-08-20 18:24:15,2026-08-20 18:40:53,W 41 St & 8 Ave,6419.19,broadway & e 14 st,6115.16,40.7562,-73.9901,40.7345,-73.9906,member
R90401854,classic_bike,2026-08-20 18:25:33,2026-08-20 18:36:57,Broadway & W 41 St,6732.19,W 21 St & 6 Ave,6173.11,40.7553,-73.9868,40.7417,-73.9942,member
R90401851,classic_bike,2026-08-20 18:26:42,2026-08-20 18:42:06,Vesey Pl & River Terrace,6741.09,carmine st & 6 ave,6650.03,40.7153,-74.0163,40.7303,-74.0022,casual
R90401858,electric_bike,2026-08-20 18:28:04,2026-08-20 18:39:34,University Pl & E 14 St,5183.03,Pershing Square North,6711.03,40.7349,-73.9922,40.7518,-73.9778,casual
R90401840,classic_bike,2026-08-20 18:29:04,2026-08-20 18:49:00,Pershing Square North,6711.03,Carmine St & 6 Ave,6650.03,40.7518,-73.9778,40.7303,-74.0022,member
R90401832,electric_bike,2026-08-20 18:29:44,2026-08-20 18:34:28,Lafayette St & E 8 St,5906.08,University  Pl & E 14 St,5183.03,40.7302,-73.9911,40.7349,-73.9922,member
R90401816,classic_bike,2026-08-20 18:30:30,2026-08-20 18:38:33,6 Ave & W 33 St,5431.02,W 26 St & 8 Ave,6253.07,40.7490,-73.9880,40.7472,-73.9973,member
R90401855,classic_bike,2026-08-20 18:31:17,2026-08-20 18:42:56,W 33 St & 7 Ave,6594.06,University Pl & E 14 St,5183.03,40.7502,-73.9908,40.7349,-73.9922,member
R90401825,classic_bike,2026-08-20 18:32:39,2026-08-20 18:55:03,Broadway & Battery Pl,6881.14,University Pl & E 14 St,5183.03,40.7045,-74.0136,40.7349,-73.9922,member
R90401814,classic_bike,2026-08-20 18:32:57,2026-08-20 18:48:47,W 41 St & 8 Ave,6419.19,1 Ave & E 68 St,6056.19,40.7562,-73.9901,40.7651,-73.9582,member
R90401844,classic_bike,2026-08-20 18:33:37,2026-08-20 18:43:09,W 33 St & 7 Ave,6594.06,W 45 St & 6 Ave,6785.05,40.7502,-73.9908,40.7566,-73.9826,member
R90401849,electric_bike,2026-08-20 18:34:01,2026-08-20 18:44:32,Broadway & W 41 St,6732.19,Broadway & E 14 St,6115.16,40.7553,-73.9868,40.7345,-73.9906,member
R90401838,electric_bike,2026-08-20 18:34:21,2026-08-20 18:51:41,W 41 St & 8 Ave,6419.19,Lafayette St & E 8 St,5906.08,40.7562,-73.9901,40.7302,-73.9911,member
R90401835,classic_bike,2026-08-20 18:34:23,2026-08-20 18:41:16,Pershing Square North,6711.03,W 33 St & 7 Ave ,6594.06,40.7518,-73.9778,40.7502,-73.9908,member
R90401845,classic_bike,2026-08-20 18:36:17,2026-08-20 18:43:50,Pershing Square North,6711.03,W 26 St & 8 Ave,6253.07,40.7518,-73.9778,40.7472,-73.9973,member
R90401842,classic_bike,2026-08-20 18:43:30,2026-08-20 18:55:42,Pershing Square North,6711.03,Lexington Ave & E 63 St,5734.15,40.7518,-73.9778,40.7642,-73.9660,member
R90401827,electric_bike,2026-08-20 18:45:13,2026-08-20 18:55:43,E 47 St & Park Ave,6462.07,E 72 St & York Ave,6000.10,40.7550,-73.9750,40.7660,-73.9535,member
R90401819,classic_bike,2026-08-20 18:45:49,2026-08-20 19:11:02,6 Ave and W 33 St,5431.02,E 75 St & 3 Ave,6186.15,40.7490,-73.9880,40.7714,-73.9573,member
R90401865,classic_bike,2026-08-20 18:47:27,2026-08-20 19:16:30,Pershing Square North,301,University Pl & E 14 St,5183.03,40.7518,-73.9778,40.7349,-73.9922,member
R90401853,classic_bike,2026-08-20 18:50:44,2026-08-20 19:05:51,W 41 St & 8 Ave,6419.19,Lexington Ave & E 63 St,5734.15,40.7562,-73.9901,40.7642,-73.9660,member
R90401857,classic_bike,2026-08-20 18:51:27,2026-08-20 18:57:19,Pershing Square North,6711.03,W 45 St & 6 Ave,6785.05,40.7518,-73.9778,40.7566,-73.9826,member
R90401852,classic_bike,2026-08-20 18:52:20,2026-08-20 18:54:11,W 41 St & 8 Ave,6419.19,W 41 St & 8 Ave ,6419.19,40.7562,-73.9901,40.7562,-73.9901,member
R90401843,classic_bike,2026-08-20 18:53:19,2026-08-20 19:02:15,Lafayette St & E 8 St,5906.08,Carmine St & 6 Ave,6650.03,40.7302,-73.9911,40.7303,-74.0022,member
R90401841,classic_bike,2026-08-20 18:53:39,2026-08-20 19:02:28,W 20 St & 11 Ave,5160.04,W 17 St & 8 Ave,5891.11,40.7465,-74.0077,40.7418,-74.0015,member
R90401822,classic_bike,2026-08-20 18:54:59,2026-08-20 19:02:39,Pershing Square North,6711.03,w 45 st & 6 ave,6785.05,40.7518,-73.9778,40.7566,-73.9826,member
R90401836,classic_bike,2026-08-20 18:58:00,2026-08-20 19:01:21,Broadway & W 41 St ,241,W 45 St & 6 Ave,6785.05,40.7553,-73.9868,40.7566,-73.9826,member
R90401881,electric_bike,2026-08-20 19:01:13,2026-08-20 19:14:03,Broadway  & W 41 St,241,E 17 St & Broadway,5307.10,40.7553,-73.9868,40.7371,-73.9902,member
R90401879,classic_bike,2026-08-20 19:01:46,2026-08-20 19:08:34,Broadway & W 41 St,6732.19,8 Ave & W 31 St,6359.12,40.7553,-73.9868,40.7505,-73.9947,member
R90401867,docked_bike,2026-08-20 19:08:01,2026-08-20 19:12:04,Broadway & W 41 St,6732.19,W 33 St & 7 Ave,6594.06,40.7553,-73.9868,40.7502,-73.9908,member
R90401871,classic_bike,2026-08-20 19:12:31,2026-08-20 19:29:26,Pershing Square North,6711.03,Lexington Ave & E 63 St,5734.15,40.7518,-73.9778,40.7642,-73.9660,member
R90401884,electric_bike,2026-08-20 19:23:46,2026-08-20 19:30:19,Broadway & W 41 St,6732.19,W 45 St & 6 Ave,6785.05,40.7553,-73.9868,40.7566,-73.9826,member
R90401875,classic_bike,2026-08-20 19:25:08,2026-08-20 19:37:09,Cleveland Pl & Spring St,6679.12,E 7 St & Avenue A,5428.06,40.7220,-73.9973,40.7263,-73.9838,member
R90401874,classic_bike,2026-08-20 19:25:53,2026-08-20 19:35:12,E 47 St & Park Ave,6462.07,broadway & w 41 st,6732.19,40.7550,-73.9750,40.7553,-73.9868,casual
R90401883,classic_bike,2026-08-20 19:26:08,2026-08-20 19:42:22,West St and Chambers St,6917.09,University Pl & E 14 St,5183.03,40.7175,-74.0132,40.7349,-73.9922,member
R90401882,classic_bike,2026-08-20 19:26:12,2026-08-20 19:35:49,6 Ave & W 33 St,5431.02,W 26 St & 8 Ave,6253.07,40.7490,-73.9880,40.7472,-73.9973,casual
R90401888,classic_bike,2026-08-20 19:28:35,2026-08-20 19:41:26,W 41 St & 8 Ave,6419.19,Lexington Ave & E 63 St,5734.15,40.7562,-73.9901,40.7642,-73.9660,member
R90401887,classic_bike,2026-08-20 19:30:19,2026-08-20 19:37:44,Carmine St & 6 Ave,6650.03,Lafayette St & E 8 St,5906.08,40.7303,-74.0022,40.7302,-73.9911,member
R90401877,electric_bike,2026-08-20 19:32:10,2026-08-20 19:45:28,E 43 St & Vanderbilt Ave,6741.16,1 Ave & E 68 St,6056.19,40.7530,-73.9774,40.7651,-73.9582,member
R90401876,classic_bike,2026-08-20 19:33:16,2026-08-20 19:53:13,E 47 St & Park Ave,6462.07,Lafayette St & E 8 St,5906.08,40.7550,-73.9750,40.7302,-73.9911,member
R90401886,classic_bike,2026-08-20 19:36:50,2026-08-20 19:49:52,6 Ave & W 33 St,5431.02,Broadway & E 14 St,6115.16,40.7490,-73.9880,40.7345,-73.9906,member
R90401880,classic_bike,2026-08-20 19:40:58,2026-08-20 19:48:35,6 Ave & W 33 St,5431.02,w 45 st & 6 ave,6785.05,40.7490,-73.9880,40.7566,-73.9826,member
R90401872,electric_bike,2026-08-20 19:41:51,2026-08-20 19:49:39,E 75 St & 3 Ave,6186.15,Lexington Ave & E 63 St,5734.15,40.7714,-73.9573,40.7642,-73.9660,member
R90401869,classic_bike,2026-08-20 19:42:47,2026-08-20 19:55:46,Christopher St & Greenwich St ,6202.07,E 7 St & Avenue A,5428.06,40.7329,-74.0071,40.7263,-73.9838,member
R90401885,classic_bike,2026-08-20 19:47:06,2026-08-20 20:00:12,Broadway & W 41 St,6732.19,Broadway & E 14 St,6115.16,40.7553,-73.9868,40.7345,-73.9906,member
R90401873,classic_bike,2026-08-20 19:50:10,2026-08-20 19:57:58,Cleveland Pl & Spring St,508,Lafayette St & E 8 St,5906.08,40.7220,-73.9973,40.7302,-73.9911,member
R90401866,electric_bike,2026-08-20 19:50:58,2026-08-20 20:05:37,Broadway & W 41 St,6732.19,E 7 St & Avenue A,5428.06,40.7553,-73.9868,40.7263,-73.9838,member
R90401868,electric_bike,2026-08-20 19:53:56,2026-08-20 19:57:55,W 33 St & 7 Ave,6594.06,W 26 St & 8 Ave,6253.07,40.7502,-73.9908,40.7472,-73.9973,member
R90401870,electric_bike,2026-08-20 19:54:39,2026-08-20 20:07:56,pershing square north,6711.03,E 75 St & 3 Ave,6186.15,40.7518,-73.9778,40.7714,-73.9573,casual
R90401878,electric_bike,2026-08-20 19:59:28,2026-08-20 20:19:07,Pershing Square North,6711.03,Christopher St & Greenwich St,499,40.7518,-73.9778,40.7329,-74.0071,casual
R90401898,classic_bike,2026-08-20 20:10:36,2026-08-20 20:21:47,W 21 St & 6 Ave,6173.11,Broadway & W 41 St,6732.19,40.7417,-73.9942,40.7553,-73.9868,casual
R90401890,classic_bike,2026-08-20 20:14:43,2026-08-20 20:19:50,Broadway & W 41 St,6732.19,W 41 St & 8 Ave,6419.19,40.7553,-73.9868,40.7562,-73.9901,member
R90401891,classic_bike,2026-08-20 20:17:47,2026-08-20 21:05:51,South End Ave & Liberty St,6060.05,e 72 st & york ave,6000.10,40.7112,-74.0158,40.7660,-73.9535,casual
R90401899,electric_bike,2026-08-20 20:25:42,2026-08-20 20:29:51,W 26 St & 8 Ave,6253.07,W 21 St & 6 Ave,6173.11,40.7472,-73.9973,40.7417,-73.9942,member
R90401900,classic_bike,2026-08-20 20:30:04,2026-08-20 20:45:36,Lexington Ave & E 63 St,5734.15,W 41 St & 8 Ave,6419.19,40.7642,-73.9660,40.7562,-73.9901,member
R90401900,classic_bike,2026-08-20 20:30:04,2026-08-20 20:45:36,Lexington Ave & E 63 St,5734.15,W 41 St & 8 Ave,6419.19,40.7642,-73.9660,40.7562,-73.9901,member
R90401896,docked_bike,2026-08-20 20:30:52,2026-08-20 20:41:25,9 Ave & W 22 St,6088.11,6 Ave & W 33 St,5431.02,40.7455,-74.0019,40.7490,-73.9880,casual
R90401893,classic_bike,2026-08-20 20:36:16,2026-08-20 20:42:36,6 Ave & W 33 St,5431.02,Broadway & W 41 St,6732.19,40.7490,-73.9880,40.7553,-73.9868,member
R90401889,classic_bike,2026-08-20 20:36:47,2026-08-20 20:49:47,8 Ave & W 31 St,6359.12,Broadway & E 14 St,6115.16,40.7505,-73.9947,40.7345,-73.9906,member
